artists,country,popularity,is_explicit,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Playboi Carti,GB,76,True,107933,0.543,0.732,11,-5.046,0,0.0479,0.00114,0.0,0.609,0.31,147.169,4
Sabrina Carpenter,GB,88,True,175459,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4
Billie Eilish,GB,97,False,210373,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
Gigi Perez,GB,94,False,211978,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4
Playboi Carti,GB,76,True,106753,0.783,0.536,1,-6.841,1,0.0848,0.00345,0.0,0.113,0.226,154.062,4
Kendrick Lamar,GB,96,True,274192,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4
Benson Boone,GB,90,False,180304,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
Playboi Carti,GB,74,True,158896,0.552,0.922,7,-4.364,0,0.0395,0.00893,5.12e-05,0.292,0.0962,144.965,4
Lady Gaga,GB,81,False,223398,0.679,0.906,10,-3.443,0,0.0632,0.0119,0.0,0.229,0.652,126.01,4
"Playboi Carti, Future, Travis Scott",GB,74,True,225000,0.817,0.651,9,-4.073,1,0.0479,0.000765,6.37e-06,0.203,0.125,120.004,4
"Kendrick Lamar, SZA",GB,94,True,232186,0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782,4
Sabrina Carpenter,GB,87,False,171869,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4
Playboi Carti,GB,74,True,154285,0.733,0.658,1,-9.415,1,0.0517,0.000159,3.48e-05,0.143,0.0376,111.936,5
"Playboi Carti, Travis Scott",GB,74,True,169333,0.692,0.694,10,-6.018,0,0.0557,0.0647,0.0,0.285,0.318,124.993,4
Tate McRae,GB,88,True,180032,0.452,0.737,6,-6.22,1,0.27,0.354,0.0,0.105,0.179,147.822,4
Playboi Carti,GB,74,True,147692,0.701,0.865,11,-4.031,0,0.0428,0.000288,3.81e-06,0.0979,0.53,142.932,4
Sabrina Carpenter,GB,86,True,186365,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,4
Drake,GB,89,True,241023,0.537,0.727,5,-4.184,1,0.15,0.247,0.0,0.173,0.508,106.037,4
"Chrystal, NOTION",GB,88,False,233229,0.62,0.843,6,-5.321,0,0.0844,0.0062,4.63e-06,0.55,0.237,137.812,4
Doechii,GB,91,True,159586,0.825,0.644,6,-3.24,0,0.33,0.0905,0.0,0.0795,0.622,93.292,4
Teddy Swims,GB,89,False,210688,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3
"Kendrick Lamar, SZA",GB,93,False,177598,0.707,0.575,2,-7.546,1,0.125,0.251,0.0,0.248,0.576,138.008,4
"Playboi Carti, Future",GB,73,True,193546,0.827,0.728,1,-5.829,1,0.223,0.0439,0.0,0.176,0.589,137.986,4
Playboi Carti,GB,73,True,151160,0.573,0.701,1,-5.864,1,0.0936,0.0264,8.76e-06,0.69,0.332,139.836,4
Sabrina Carpenter,GB,85,True,223192,0.633,0.725,5,-4.257,1,0.0427,0.0461,0.0,0.205,0.64,130.504,4
Hozier,GB,84,False,251424,0.74,0.643,10,-5.446,1,0.0413,0.041,0.00229,0.0407,0.96,117.025,4
Playboi Carti,GB,73,True,212598,0.69,0.746,10,-5.696,0,0.121,0.000251,6.45e-05,0.141,0.278,139.991,4
Lola Young,GB,83,True,284066,0.798,0.562,9,-5.913,1,0.0375,0.11,0.00606,0.122,0.647,110.991,4
Gracie Abrams,GB,91,True,166300,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4
Chappell Roan,GB,81,False,258034,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,4
"ROSÉ, Bruno Mars",GB,87,False,169917,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4
"Lady Gaga, Bruno Mars",GB,0,False,251667,0.519,0.601,6,-7.727,0,0.0317,0.289,0.0,0.126,0.498,157.964,3
Kendrick Lamar,GB,92,True,274192,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4
Billie Eilish,GB,93,False,210373,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
Chappell Roan,GB,89,False,218423,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
Sabrina Carpenter,GB,84,True,175459,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4
Sabrina Carpenter,GB,86,False,157279,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4
Tate McRae,GB,77,False,165045,0.861,0.815,11,-3.672,0,0.0342,0.0527,0.00127,0.1,0.897,106.986,4
Alex Warren,GB,84,False,186964,0.446,0.682,2,-6.229,1,0.0497,0.739,9.51e-06,0.0562,0.382,112.252,4
Lady Gaga,GB,0,False,223398,0.679,0.906,10,-3.443,0,0.0632,0.0119,0.0,0.229,0.652,126.01,4
Benson Boone,GB,85,False,180304,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
Gigi Perez,GB,89,False,211978,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4
"Kendrick Lamar, SZA",GB,90,True,232186,0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782,4
Sabrina Carpenter,GB,84,True,186612,0.727,0.755,7,-5.152,1,0.036,0.17,0.0,0.101,0.903,117.015,4
Doechii,GB,88,True,159586,0.825,0.644,6,-3.24,0,0.33,0.0905,0.0,0.0795,0.622,93.292,4
Doechii,GB,0,True,249302,0.808,0.594,0,-6.838,1,0.0373,0.338,0.00054,0.105,0.888,129.023,4
"Kendrick Lamar, SZA",GB,89,False,177598,0.707,0.575,2,-7.546,1,0.125,0.251,0.0,0.248,0.576,138.008,4
Tate McRae,GB,81,True,180032,0.452,0.737,6,-6.22,1,0.27,0.354,0.0,0.105,0.179,147.822,4
"Chrystal, NOTION",GB,84,False,233229,0.62,0.843,6,-5.321,0,0.0844,0.0062,4.63e-06,0.55,0.237,137.812,4
Teddy Swims,GB,85,False,210688,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3
Sabrina Carpenter,GB,83,False,171869,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4
"Sleepy Hallow, Doechii",GB,78,True,148928,0.931,0.401,0,-8.756,1,0.158,0.399,2.05e-06,0.266,0.613,128.871,4
Drake,GB,83,True,241023,0.537,0.727,5,-4.184,1,0.15,0.247,0.0,0.173,0.508,106.037,4
Sabrina Carpenter,GB,82,True,186365,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,4
Teddy Swims,GB,79,False,184577,0.707,0.68,8,-6.203,1,0.0884,0.274,0.0,0.0932,0.62,125.058,4
Hozier,GB,80,False,251424,0.74,0.643,10,-5.446,1,0.0413,0.041,0.00229,0.0407,0.96,117.025,4
Myles Smith,GB,82,False,172533,0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,4
Shaboozey,GB,78,True,171291,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4
Chappell Roan,GB,77,False,184841,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,4
The Killers,GB,82,False,222973,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4
Gracie Abrams,GB,84,True,157146,0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,3
Lady Gaga,GB,0,False,239720,0.673,0.906,1,-3.972,1,0.0338,0.00181,3.2e-06,0.133,0.614,124.966,4
Sam Fender,GB,63,False,304480,0.474,0.91,6,-4.408,1,0.0662,0.00761,0.000534,0.117,0.65,161.014,4
"Sonny Fodera, Jazzy, D.O.D",GB,76,False,207168,0.671,0.753,4,-6.045,0,0.0298,0.019,1.29e-05,0.177,0.543,127.926,4
Teddy Swims,GB,82,False,212648,0.731,0.861,8,-5.483,0,0.0532,0.0193,0.0,0.123,0.759,127.922,4
Noah Kahan,GB,82,False,182346,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,4
Imogen Heap,GB,83,False,215338,0.808,0.372,7,-10.759,0,0.0364,0.792,0.0,0.119,0.787,119.982,4
"Kendrick Lamar, Lefty Gunplay",GB,90,True,220690,0.855,0.529,6,-6.679,0,0.263,0.0837,0.0,0.423,0.548,100.036,4
Alex Warren,GB,79,False,166880,0.525,0.66,10,-7.094,1,0.111,0.468,3.3e-06,0.128,0.458,123.787,4
Fleetwood Mac,GB,81,False,257800,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,4
"Charli xcx, Billie Eilish",GB,80,False,143330,0.78,0.713,0,-4.493,1,0.0888,0.0167,0.206,0.144,0.615,130.034,4
The Goo Goo Dolls,GB,84,False,289533,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,3
Myles Smith,GB,72,False,176000,0.762,0.783,5,-5.206,0,0.0387,0.329,0.0,0.0536,0.84,115.091,4
"BL3SS, CamrinWatsin, bbyclose",GB,79,False,138246,0.793,0.779,9,-4.609,0,0.0581,0.279,0.000311,0.314,0.687,142.002,4
Dasha,GB,79,True,171782,0.756,0.672,0,-6.743,1,0.0522,0.464,3.37e-06,0.108,0.739,114.935,4
Sabrina Carpenter,GB,81,True,223192,0.633,0.725,5,-4.257,1,0.0427,0.0461,0.0,0.205,0.64,130.504,4
"PAWSA, The Adventures Of Stevie V",GB,78,False,221448,0.783,0.473,0,-6.493,1,0.167,0.0693,3.4e-05,0.149,0.539,131.89,4
Gracie Abrams,GB,91,True,166300,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4
Lola Young,GB,83,True,284066,0.798,0.562,9,-5.913,1,0.0375,0.11,0.00606,0.122,0.647,110.991,4
Chappell Roan,GB,81,False,258034,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,4
"Lady Gaga, Bruno Mars",GB,0,False,251667,0.519,0.601,6,-7.727,0,0.0317,0.289,0.0,0.126,0.498,157.964,3
Lady Gaga,GB,0,False,223398,0.679,0.906,10,-3.443,0,0.0632,0.0119,0.0,0.229,0.652,126.01,4
"ROSÉ, Bruno Mars",GB,87,False,169917,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4
Kendrick Lamar,GB,92,True,274192,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4
Tate McRae,GB,77,False,165045,0.861,0.815,11,-3.672,0,0.0342,0.0527,0.00127,0.1,0.897,106.986,4
Lady Gaga,GB,0,False,239720,0.673,0.906,1,-3.972,1,0.0338,0.00181,3.2e-06,0.133,0.614,124.966,4
Alex Warren,GB,84,False,186964,0.446,0.682,2,-6.229,1,0.0497,0.739,9.51e-06,0.0562,0.382,112.252,4
Billie Eilish,GB,93,False,210373,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
Chappell Roan,GB,89,False,218423,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
Doechii,GB,0,True,249302,0.808,0.594,0,-6.838,1,0.0373,0.338,0.00054,0.105,0.888,129.023,4
Gigi Perez,GB,89,False,211978,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4
Sabrina Carpenter,GB,86,False,157279,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4
Sabrina Carpenter,GB,84,True,175459,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4
Doechii,GB,88,True,159586,0.825,0.644,6,-3.24,0,0.33,0.0905,0.0,0.0795,0.622,93.292,4
Tate McRae,GB,81,True,180032,0.452,0.737,6,-6.22,1,0.27,0.354,0.0,0.105,0.179,147.822,4
Sabrina Carpenter,GB,84,True,186612,0.727,0.755,7,-5.152,1,0.036,0.17,0.0,0.101,0.903,117.015,4
Benson Boone,GB,85,False,180304,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
"Kendrick Lamar, SZA",GB,90,True,232186,0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782,4
"Sleepy Hallow, Doechii",GB,78,True,148928,0.931,0.401,0,-8.756,1,0.158,0.399,2.05e-06,0.266,0.613,128.871,4
"Kendrick Lamar, SZA",GB,89,False,177598,0.707,0.575,2,-7.546,1,0.125,0.251,0.0,0.248,0.576,138.008,4
Lady Gaga,GB,0,False,229252,0.618,0.87,7,-4.35,1,0.059,0.00433,0.0,0.0812,0.372,103.975,4
Lady Gaga,GB,0,False,244915,0.559,0.838,11,-4.572,0,0.0307,0.00117,0.0,0.0773,0.6,112.03,3
Teddy Swims,GB,85,False,210688,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3
"Chrystal, NOTION",GB,84,False,233229,0.62,0.843,6,-5.321,0,0.0844,0.0062,4.63e-06,0.55,0.237,137.812,4
Drake,GB,83,True,241023,0.537,0.727,5,-4.184,1,0.15,0.247,0.0,0.173,0.508,106.037,4
Sabrina Carpenter,GB,83,False,171869,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4
Lady Gaga,GB,0,False,213337,0.606,0.885,0,-3.922,0,0.0516,0.00268,0.0,0.212,0.875,122.092,4
Lady Gaga,GB,0,False,229997,0.554,0.928,11,-2.726,0,0.125,0.0401,0.0,0.496,0.411,100.963,4
Gracie Abrams,GB,84,True,157146,0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,3
Teddy Swims,GB,79,False,184577,0.707,0.68,8,-6.203,1,0.0884,0.274,0.0,0.0932,0.62,125.058,4
Hozier,GB,74,False,251424,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4
"Lady Gaga, Gesaffelstein",GB,0,True,210651,0.655,0.907,6,-4.92,1,0.0478,0.0146,0.000487,0.121,0.522,93.98,4
Sabrina Carpenter,GB,82,True,186365,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,4
Sam Fender,GB,63,False,304480,0.474,0.91,6,-4.408,1,0.0662,0.00761,0.000534,0.117,0.65,161.014,4
Lady Gaga,GB,0,False,238886,0.512,0.731,8,-4.339,1,0.0659,0.00261,0.0,0.0896,0.436,188.074,4
Myles Smith,GB,82,False,172533,0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,4
"Charli xcx, Billie Eilish",GB,80,False,143330,0.78,0.713,0,-4.493,1,0.0888,0.0167,0.206,0.144,0.615,130.034,4
The Goo Goo Dolls,GB,84,False,289533,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,3
Teddy Swims,GB,82,False,212648,0.731,0.861,8,-5.483,0,0.0532,0.0193,0.0,0.123,0.759,127.922,4
Imogen Heap,GB,83,False,215338,0.808,0.372,7,-10.759,0,0.0364,0.792,0.0,0.119,0.787,119.982,4
Lady Gaga,GB,0,False,193232,0.684,0.802,7,-4.467,0,0.033,0.046,0.0,0.168,0.602,120.018,4
Shaboozey,GB,78,True,171291,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4
The Killers,GB,82,False,222973,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4
"Kendrick Lamar, Lefty Gunplay",GB,90,True,220690,0.855,0.529,6,-6.679,0,0.263,0.0837,0.0,0.423,0.548,100.036,4
Chappell Roan,GB,77,False,184841,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,4
Lady Gaga,GB,0,False,199723,0.686,0.835,5,-4.371,0,0.0325,0.0027,0.0,0.149,0.767,118.02,4
Noah Kahan,GB,82,False,182346,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,4
Kendrick Lamar,GB,92,True,274192,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4
Lola Young,GB,85,True,284066,0.798,0.562,9,-5.913,1,0.0375,0.11,0.00606,0.122,0.647,110.991,4
Gracie Abrams,GB,93,True,166300,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4
"ROSÉ, Bruno Mars",GB,88,False,169917,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4
Chappell Roan,GB,81,False,258034,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,4
"Kendrick Lamar, SZA",GB,90,True,232186,0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782,4
"Lady Gaga, Bruno Mars",GB,97,False,251667,0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,3
"Kendrick Lamar, SZA",GB,90,False,177598,0.707,0.575,2,-7.546,1,0.125,0.251,0.0,0.248,0.576,138.008,4
Billie Eilish,GB,95,False,210373,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
Tate McRae,GB,40,False,165045,0.861,0.815,11,-3.672,0,0.0342,0.0527,0.00127,0.1,0.897,106.986,4
Chappell Roan,GB,90,False,218423,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
Gigi Perez,GB,91,False,211978,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4
Sam Fender,GB,24,False,304480,0.474,0.91,6,-4.408,1,0.0662,0.00761,0.000534,0.117,0.65,161.014,4
Sam Fender,GB,32,False,234560,0.34,0.877,7,-5.27,1,0.0405,0.000532,2.15e-06,0.374,0.497,161.816,4
Tate McRae,GB,47,True,180032,0.452,0.737,6,-6.22,1,0.27,0.354,0.0,0.105,0.179,147.822,4
Sabrina Carpenter,GB,87,False,157279,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4
Sam Fender,GB,22,True,239600,0.714,0.607,5,-8.155,0,0.0357,0.288,0.0159,0.343,0.536,115.917,4
Fontaines D.C.,GB,33,False,210803,0.459,0.849,6,-5.135,0,0.048,0.0593,0.00199,0.53,0.395,143.046,4
Sabrina Carpenter,GB,86,True,175459,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4
Alex Warren,GB,82,False,186964,0.446,0.682,2,-6.229,1,0.0497,0.739,9.51e-06,0.0562,0.382,112.252,4
Sam Fender,GB,26,False,250973,0.533,0.811,1,-5.459,1,0.03,0.000896,2.16e-06,0.0615,0.623,122.044,4
Lady Gaga,GB,90,False,223398,0.68,0.909,10,-3.487,0,0.0624,0.0121,0.0,0.222,0.633,126.004,4
"Chrystal, NOTION",GB,85,False,233229,0.62,0.843,6,-5.321,0,0.0844,0.0062,4.63e-06,0.55,0.237,137.812,4
Doechii,GB,88,True,159586,0.825,0.644,6,-3.24,0,0.33,0.0905,0.0,0.0795,0.622,93.292,4
"Kendrick Lamar, Lefty Gunplay",GB,91,True,220690,0.855,0.529,6,-6.679,0,0.263,0.0837,0.0,0.423,0.548,100.036,4
Sam Fender,GB,26,True,203146,0.416,0.822,2,-5.302,1,0.0554,0.0553,1.48e-06,0.293,0.567,160.867,4
Benson Boone,GB,86,False,180304,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
Sabrina Carpenter,GB,82,True,186612,0.727,0.755,7,-5.152,1,0.036,0.17,0.0,0.101,0.903,117.015,4
"Tate McRae, The Kid LAROI",GB,46,True,156222,0.561,0.744,1,-4.461,0,0.104,0.0166,0.0,0.342,0.467,180.116,4
Tate McRae,GB,46,False,171014,0.73,0.741,1,-5.454,1,0.0287,0.0802,1.3e-05,0.278,0.444,97.978,4
Sam Fender,GB,23,False,364533,0.451,0.686,6,-6.377,0,0.0271,0.0196,0.000348,0.106,0.445,82.998,4
Sam Fender,GB,24,True,307640,0.636,0.764,6,-9.009,0,0.0371,0.371,0.00559,0.0948,0.646,92.032,4
Teddy Swims,GB,86,False,210688,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3
Tate McRae,GB,46,True,139098,0.782,0.747,8,-4.656,1,0.0361,0.259,1.85e-05,0.1,0.325,101.992,4
"The Weeknd, Playboi Carti",GB,83,True,256000,0.768,0.775,11,-5.06,0,0.0466,0.069,2.96e-06,0.138,0.6,119.999,4
Drake,GB,78,True,241023,0.537,0.727,5,-4.184,1,0.15,0.247,0.0,0.173,0.508,106.037,4
"Selena Gomez, benny blanco, Gracie Abrams",GB,0,False,126831,0.791,0.698,0,-5.006,1,0.129,0.373,4.27e-05,0.0535,0.853,148.008,4
Billie Eilish,GB,91,False,261466,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4
Sam Fender,GB,19,False,182720,0.251,0.374,3,-6.54,1,0.0323,0.826,4.68e-06,0.112,0.311,76.387,4
Imogen Heap,GB,83,False,215338,0.808,0.372,7,-10.759,0,0.0364,0.792,0.0,0.119,0.787,119.982,4
Sam Fender,GB,23,True,339053,0.519,0.828,1,-6.134,0,0.0336,0.0473,0.000183,0.31,0.548,123.95,4
Hozier,GB,76,False,251424,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4
Tate McRae,GB,44,False,191132,0.478,0.8,5,-3.991,0,0.0311,0.156,2.62e-05,0.136,0.409,145.016,4
"Tate McRae, Flo Milli",GB,45,True,162403,0.574,0.704,11,-4.775,0,0.0528,0.303,0.0,0.175,0.351,72.496,4
Sabrina Carpenter,GB,83,True,186365,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,4
Chappell Roan,GB,77,False,184841,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,4
Gracie Abrams,GB,86,True,157146,0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,3
Shaboozey,GB,80,True,171291,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4
The Goo Goo Dolls,GB,85,False,289533,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,3
The Killers,GB,83,False,222973,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4
Kendrick Lamar,GB,91,True,274192,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4
"Kendrick Lamar, SZA",GB,89,True,232186,0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782,4
Sabrina Carpenter,GB,51,True,186612,0.727,0.755,7,-5.152,1,0.036,0.17,0.0,0.101,0.903,117.015,4
Lola Young,GB,86,True,284066,0.798,0.562,9,-5.913,1,0.0375,0.11,0.00606,0.122,0.647,110.991,4
"Kendrick Lamar, SZA",GB,89,False,177598,0.707,0.575,2,-7.546,1,0.125,0.251,0.0,0.248,0.576,138.008,4
Gracie Abrams,GB,94,True,166300,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4
"Lady Gaga, Bruno Mars",GB,98,False,251667,0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,3
"ROSÉ, Bruno Mars",GB,90,False,169917,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4
Chappell Roan,GB,80,False,258034,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,4
Billie Eilish,GB,96,False,210373,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
"PARTYNEXTDOOR, Drake",GB,0,True,241889,0.672,0.412,3,-7.057,0,0.194,0.318,0.0,0.131,0.217,126.921,4
"Kendrick Lamar, Lefty Gunplay",GB,91,True,220690,0.855,0.529,6,-6.679,0,0.263,0.0837,0.0,0.423,0.548,100.036,4
Sabrina Carpenter,GB,89,False,157279,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4
Chappell Roan,GB,92,False,218423,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
Gigi Perez,GB,92,False,211978,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4
PARTYNEXTDOOR,GB,0,True,172337,0.431,0.534,7,-7.302,0,0.094,0.0965,0.0,0.0629,0.322,100.581,4
Lady Gaga,GB,90,False,223398,0.68,0.909,10,-3.487,0,0.0624,0.0121,0.0,0.222,0.633,126.004,4
Drake,GB,0,True,193054,0.457,0.671,1,-5.53,1,0.0979,0.0643,0.0,0.0772,0.245,142.95,4
"PARTYNEXTDOOR, Drake",GB,0,True,212629,0.513,0.461,1,-7.951,1,0.182,0.391,0.0,0.0995,0.194,95.551,4
Sabrina Carpenter,GB,87,True,175459,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4
Alex Warren,GB,80,False,186964,0.446,0.682,2,-6.229,1,0.0497,0.739,9.51e-06,0.0562,0.382,112.252,4
Sabrina Carpenter,GB,48,True,191519,0.581,0.888,7,-3.795,1,0.0714,0.00946,0.0,0.308,0.731,132.002,4
"PARTYNEXTDOOR, Drake",GB,0,True,218682,0.51,0.491,7,-8.869,0,0.1,0.24,2.73e-05,0.359,0.0792,136.093,4
Drake,GB,0,True,199602,0.6,0.411,2,-9.139,1,0.0719,0.224,0.000159,0.0997,0.119,113.327,4
Benson Boone,GB,86,False,180304,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
Doechii,GB,89,True,159586,0.825,0.644,6,-3.24,0,0.33,0.0905,0.0,0.0795,0.622,93.292,4
"PARTYNEXTDOOR, Drake",GB,0,True,203893,0.453,0.52,11,-9.146,1,0.0637,0.658,4.24e-06,0.118,0.111,111.035,4
Sabrina Carpenter,GB,85,True,186365,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,4
"Chrystal, NOTION",GB,86,False,233229,0.62,0.843,6,-5.321,0,0.0844,0.0062,4.63e-06,0.55,0.237,137.812,4
"AJ Tracey, Jorja Smith",GB,59,True,198082,0.593,0.534,1,-9.415,1,0.35,0.168,0.0,0.433,0.635,146.242,4
Drake,GB,0,True,148509,0.842,0.524,1,-6.031,0,0.305,0.443,9.74e-06,0.303,0.354,100.002,4
Sabrina Carpenter,GB,46,True,179857,0.468,0.46,4,-4.668,1,0.0264,0.412,0.0,0.116,0.301,97.469,3
Sabrina Carpenter,GB,46,False,141393,0.516,0.57,11,-7.326,1,0.0294,0.292,0.0,0.376,0.452,104.172,4
Sabrina Carpenter,GB,86,False,171869,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4
"Pim, PARTYNEXTDOOR, Drake",GB,0,False,118153,0.73,0.223,11,-8.423,1,0.0462,0.944,0.000895,0.109,0.247,129.776,4
Billie Eilish,GB,92,False,261466,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4
